Corridor #,Corridor Description,Corridor Num and Description,FY,Clean Corridor,Type,Detailed Type,Midpoint times,Side of street,SupDistrict,DPW Zone,Representative Street Segment,CNN (Route ID),Evaluation date,Evaluator name,Inspector,"11  Score (10, 20, or 30 score)","21  Litter (10, 20, or 30 score)","22  Grime, Leaks, Spills (% of sidewalk w/out)","24  Illegal Dumping (Y/N, where Y=none)","251  Feces, Needles, Condoms (Y/N, where Y=none)","252  Broken Glass (Y/N, where Y=none)",26  Odors (DPW),27  Odors (nonDPW),31  Public (DPW),32 Public (nonDPW),33  Private (Please indicate nearest address on attached work s,"34 Sidewalk (# on sidewalk, preiously 23)",Total # Trash Receptacles,41  Fullness,42  Cleanliness of trash receptacles,43  Cleanliness around trash receptacles,44  Painting,45  Structural integrity & function,46  Doors,Total # Trees,51  Cleanliness,52  Tree Appearance,53  Weediness,54  Clearance,11 pass,21  Pass,22  Pass,31  Pass,32 Pass,33  Pass,34 Pass,41  Pass,42  Pass,43  Pass,44  Pass,45  Pass,46  Pass,51  Pass,52  Pass,53 Pass,54  Pass,Longitude,Latitude,Location,Priority
,24th Ave -- Traval to Wawona,,2014-15,,Residential,Residential,"Tues 1st, 3rd  8AM to 10AM",L,4,F,24th Ave  :  Vicente St  -  Wawona St,1312000,7/1/2014 0:00,Albert,JBR,1.055555556,1.166666667,0.983333333,0,1,1,1,1,0,0.055555556,0,0,,,,,,,,,0.768253968,0.9,0.517460317,0.905555556,1,1,1,1,0,1,1,,,,,,,0,1,0,1,-122.4807868,37.73908876,,Regular
53,Potrero B: 20th - Cesar Chavez,#53 Potrero B: 20th - Cesar Chavez,2013-14,Clean Corridor,Commercial,Residential/Commercial,Thu 12PM to 5PM,R,10,E,Potrero Ave  :  23rd St  -  24th St,10671000,,,JBR,2.141666667,1.722222222,0.9515,0,0,0,1,1,1.936111111,1.927777778,1.286111111,2.233333333,,1,1,1,0.6,1,1,,0.560515873,0.972222222,1,0.972222222,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,-122.4064526,37.75427693,,Regular
,Santiago St -- 19th to 22nd Ave,,2014-15,,Residential,Residential,"Thur 1st, 3rd 1PM to 3PM",L,4,F,Santiago St  :  20th Ave  -  21st Ave,11612000,6/4/2015 0:00,Saul,JBR,1,1.416666667,0.909166667,1,0,0,1,1,0.083333333,0.25,0,0,0,,,,,,,7,0.4,1,0.7,1,1,1,1,0,0,1,1,,,,,,,0,1,0,1,-122.4768956,37.74486944,,Regular
,Saint Francis Blvd -- Junipero Serra to Santa Clara Ave,,2013-14,,Residential,Residential,"Thu 1st, 3rd  10AM to 12PM",R,7,F,Saint Francis Blvd  :  Sloat Blvd  -  San Rafael Way,11294101,,,JBR,1,1,0.97,1,1,1,1,1,0,0,0,0,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,1,1,-122.4715693,37.73470681,,Regular
,Kirkham St -- 44th Ave to Great Hwy,,2013-14,,Residential,Residential,"Fri 2nd, 4th 12PM to 2PM",R,4,F,Kirkham St  :  44th Ave  -  45th Ave,7884000,,,JBR,1.733333333,1.066666667,0.928333333,1,1,1,1,1,0,0.1,0,0,,,,,,,,,0.75,1,0.916666667,1,1,1,1,1,0,1,1,,,,,,,0,1,1,1,-122.5036525,37.75865333,,Regular
,Cortland Ave -- Folsom to Bradford,,2013-14,,Residential,Residential,"Thur 1st, 3rd 8AM to 10AM",L,9,D,Cortland Ave  :  Prentiss St  -  Nevada St,4433000,,,JBR,2,1.8,0.9,1,0,0,1,0,0,0.5,0.6,0.2,,,,,,,,,0.416666667,1,0.729166667,1,0,1,1,1,0,0,0,,,,,,,0,1,0,1,-122.4119916,37.73971001,,Regular
,Silver Ave -- Santa Fe to Quint,,2013-14,,Residential,Residential,Fri 12PM to 5PM,R,10,E,Silver Ave  :  Topeka Ave  -  Thomas Ave,11934000,,,JBR,1.65,1.3,0.915,1,1,1,1,1,0,0,0.1,0.05,,,,,,,,,0.5,1,0.416666667,1,1,1,1,1,1,0,0,,,,,,,0,1,0,1,-122.4009524,37.7352614,,Regular
,25th Ave -- Lawton to Ortega,,2013-14,,Residential,Residential,"Thu 2nd, 4th  8AM to 10AM",L,4,F,25th Ave  :  Lawton St  -  Moraga St,1385000,,,JBR,1.5,1,1,1,1,1,1,1,0,0.083333333,0,0.5,,,,,,,,,0.82962963,0.755555556,0.840740741,0.859259259,1,1,1,1,0,1,0,,,,,,,0,0,0,0,-122.4831615,37.75768385,,Regular
23,Chestnut: Fillmore - Divisadero,#23 Chestnut: Fillmore - Divisadero,2013-14,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,L,2,A,Chestnut St  :  Fillmore St  -  Mallorca Way,3977000,,,JBR,2,1.833333333,0.804166667,1,0,1,1,0,0.166666667,0.416666667,0.416666667,0,,1,0.916666667,0.75,1,0.875,1,,0.25,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,-122.4362739,37.80081414,,Regular
,28th Ave -- Quintara to Taraval,,2014-15,,Residential,Residential,"Mon 1st, 3rd 8AM to 10AM",L,4,F,28th Ave  :  Quintara St  -  Rivera St,1592000,2/16/2015 0:00,Rheka,JBR,2.583333333,2,0.8,0,1,1,1,1,0,0,0,0,0,,,,,,,56,0.575,0.848611111,1,1,0,0,0,1,1,1,1,,,,,,,0,0,1,1,-122.4857272,37.74821978,,Regular
84,Jones: Market-O'Farrell,#84 Jones: Market-O'Farrell,2013-14,Clean Corridor,Commercial,Commercial,Mon 12PM to 5PM,R,6,B,Jones St  :  Market St  -  McAllister St,7562000,,,JBR,3,2.2,0.673333333,0,1,0,0,1,0,0.2,0.266666667,0,,1,1,0.5,1,1,0,,0,0.96,0.933333333,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,-122.4119854,37.78095176,,Regular
98,Fillmore D:Eddy - MaAllister,#98 Fillmore D:Eddy - MaAllister,2014-15,,Commercial,Residential/Commercial,Thu 12PM to 5PM,L,5,C,Eddy St  :  Webster St  -  Fillmore St,5071000,1/22/2015 0:00,Emilia,JBR,2.833333333,2.208333333,0.810416667,1,1,1,1,1,0,4.125,0.25,0,6,1,1,1,1,1,1,46,0,0.972222222,1,1,,,,,,,,,,,,,,,,,,-122.4306092,37.78164558,,Regular
7,Grant: Broadway - California,#7 Grant: Broadway - California,2014-15,Clean Corridor,Commercial,Mixed Use/Commercial,Wed 12PM to 5PM,L,3,A,Grant Ave  :  California St  -  Sacramento St,6392000,7/16/2014 0:00,Albert,JBR,2.555555556,1.638888889,0.830555556,1,1,1,1,1,0,0.055555556,0.097222222,0.041666667,,1,1,1,1,1,1,,,,,,0,1,0,1,0,0,0,1,1,1,1,1,1,,,,,-122.4059381,37.79245075,,Regular
,Judah St -- 33rd to 36th,,2013-14,,Residential,Residential,"Tue 12PM to 5PM, Wed 8AM to 12PM",R,4,F,Judah St  :  Pino Aly  -  36th Ave,7671000,,,JBR,1.333333333,1.166666667,1,0,1,1,1,1,0.166666667,0.166666667,0,1.166666667,,,,,,,,,1,1,1,1,1,1,1,0,0,1,0,,,,,,,1,1,1,1,-122.4946931,37.76092062,,Regular
39,Potrero A: 15th - 20th,#39 Potrero A: 15th - 20th,2013-14,Clean Corridor,Commercial,Mixed Use/Commercial,Thu 12PM to 5PM,R,10,E,Potrero Ave  :  15th St  -  16th St,10660000,,,JBR,2.595238095,1.214285714,0.942619048,0,0,0,1,1,1.476190476,1.30952381,0.5,1.785714286,,1,0.8,1,0.8,1,1,,0.607936508,0.948412698,0.931746032,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,-122.407685,37.76708198,,Regular
32,Taraval: 18th - 23rd,#32 Taraval: 18th - 23rd,2014-15,Clean Corridor,Commercial,Commercial,Thu 12PM to 5PM,R,7,F,Taraval St  :  18th Ave  -  19th Ave,12394000,8/21/2014 0:00,Albert,JBR,1.4,1,0.83,1,1,1,1,1,0,0,0,0.4,,1,1,1,1,1,1,,0.84375,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,-122.4746238,37.74309661,,Regular
99,Fillmore E: Geary - Eddy,#99 Fillmore E: Geary - Eddy,2013-14,,Commercial,Residential/Commercial,Thu 12PM to 5PM,L,5,C,Eddy St  :  Fillmore St  -  Steiner St,5072000,,,JBR,2,1.3125,0.8875,1,1,1,1,1,0,0,0,0,,0.75,0.9375,0.9375,1,1,1,,0.958333333,0.96875,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,-122.432329,37.78142837,,Regular
52,Noriega A: 19th - 25th,#52 Noriega A: 19th - 25th,2014-15,Clean Corridor,Commercial,Commercial,Thu 12PM to 5PM,R,4,F,Noriega St  :  19th Ave  -  20th Ave,9653000,8/7/2014 0:00,Albert,JBR,2.138888889,1.333333333,0.919444444,0,0,1,1,1,0,0.055555556,0,0,,1,1,1,1,1,1,,0.391414141,1,0.737121212,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,-122.4764235,37.75424219,,Regular
,Dolores St -- 27th St to San Jose Ave,,2014-15,,Residential,Residential,Thurs 12PM to 5pm,L,8,D,Dolores St  :  Duncan St  -  28th St,4885101,5/14/2015 0:00,Saul,JBR,1,1,0.927380952,1,1,1,1,1,0.047619048,0.392857143,0.071428571,0,1,1,1,1,1,1,1,49,0.787012987,1,0.629066172,0.942857143,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,-122.4246028,37.7462414,,Regular
,Kirkham St -- 20th to 25th Ave,,2014-15,,Residential,Residential,"Tues 2nd, 4th  1PM to 3PM",L,4,F,Kirkham St  :  20th Ave  -  21st Ave,7858000,3/10/2015 0:00,Rheka,JBR,2,2,0.7,0,1,1,1,1,0,0,0,0,0,,,,,,,10,0.725,1,1,1,0,0,0,1,1,1,1,,,,,,,0,1,1,1,-122.4779367,37.75978449,,Regular
19,Mission E:  France - Rolph,#19 Mission E:  France - Rolph,2014-15,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,R,11,E,Mission St  :  France Ave  -  Kenny Aly,9173101,9/5/2014 0:00,Albert,JBR,2.839285714,2.25,0.759375,1,1,1,1,1,0,0.071428571,0.508928571,0.410714286,,1,1,1,1,1,1,,0.623538012,0.986842105,0.973684211,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,-122.4383294,37.72001553,,Regular
,Funston Ave -- Kirkham to Noriega,,2013-14,,Residential,Residential,"Fri 2nd, 4th 9AM to 11AM",R,7,F,Funston Ave  :  Moraga St  -  Noriega St,5972000,,,JBR,1.222222222,1,0.963333333,1,1,1,1,1,0,0.111111111,0,0,,,,,,,,,0.805555556,1,0.583333333,0.916666667,1,1,1,1,0,1,1,,,,,,,0,1,0,1,-122.4700737,37.75639043,,Regular
16,Ocean A: Phelan - Capitol,#16 Ocean A: Phelan - Capitol,2013-14,Clean Corridor,Commercial,Public/Commercial,Mon 12PM to 5PM,L,11,E,Ocean Ave  :  Geneva Ave  -  Harold Ave,9818101,,,JBR,1,1.428571429,0.928571429,1,1,1,1,1,0,0.214285714,0.214285714,0,,1,1,1,1,0.5,1,,0.81122449,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,-122.4523316,37.72308024,,Regular
74,Van Ness 5: Mission - Golden Gate,#74 Van Ness 5: Mission - Golden Gate,2013-14,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,L,5,C,Van Ness Ave  :  Market St  -  Oak St,13143101,,,JBR,1.180555556,1.055555556,1,1,0,1,1,1,0.416666667,0.222222222,0,0,,1,1,1,1,0.952380952,0.952380952,,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,-122.4192556,37.77514707,,Regular
87,Cortland: Folsom St - Bocanna,#87 Cortland: Folsom St - Bocanna,2013-14,Clean Corridor,Commercial,Residential/Commercial,Wed 12PM to 5PM,R,9,D,Cortland Ave  :  Bocana St  -  Bennington St,4423000,,,JBR,1.380952381,1.047619048,0.970238095,0,1,1,1,1,0,0.333333333,0.428571429,0,,1,1,0.75,1,1,1,,0.904761905,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,-122.4185844,37.73929728,,Regular
,Silver Ave -- Mission to Cambridge,,2014-15,,Residential,Residential,Mon 8AM to 12PM,L,11,E,Silver Ave  :  Vienna St  -  Madison St,11894000,6/22/2015 0:00,Saul,JBR,1.227380952,1.478571429,0.898988095,0,0,0,1,1,0.023809524,0.121031746,0,0.011904762,2,1,1,1,1,1,1,56,0.712878788,1,0.73270202,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,-122.4312938,37.72872955,,Regular
21,Glen Park: Diamond - Chenery - San Jose,#21 Glen Park: Diamond - Chenery - San Jose,2013-14,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,L,8,D,Diamond St  :  Chenery St  -  Wilder St,4770000,,,JBR,1.6,1,0.996,1,0,0,1,1,0,0.766666667,0.2,0,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,-122.4338791,37.73450782,,Regular
49,3rd St F: Williams to Key,#49 3rd St F: Williams to Key,2013-14,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,L,10,E,03rd St  :  Williams Ave  -  Lane St,220101,,,JBR,1.428571429,1.19047619,0.911904762,1,0,0,1,1,0,0.047619048,0,0,,0.666666667,0.666666667,0.666666667,1,1,1,,0.771428571,0.9,0.966666667,0.966666667,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,-122.3926245,37.72927845,,Regular
,Eucalyptus Dr -- 19th to 23rd Ave,,2014-15,,Residential,Residential,"Tue 1st, 3rd 10AM to 12PM",R,7,F,Eucalyptus Dr  :  19th Ave  -  20th Ave,5269000,11/4/2014 0:00,Albert,JBR,1.2,1.1,1,1,1,1,1,1,0,0.2,0,0,0,,,,,,,0,,,,,1,1,1,1,0,1,1,,,,,,,,,,,-122.4748566,37.73106575,,Regular
,36th Ave -- Clement to Fulton,,2013-14,,Residential,Residential,"Fri 1st, 3rd 11AM to 1PM",L,1,C,36th Ave  :  Balboa St  -  Cabrillo St,1793000,,,JBR,1,1,0.969,1,1,1,1,1,0,0.35,0,0.05,,,,,,,,,0.666666667,0.9,0.766666667,1,1,1,1,1,0,1,0,,,,,,,0,1,0,1,-122.4962588,37.7757638,,Regular
,19th Ave -- Irving to Noriega,,2014-15,,Residential,Residential,"Mon 12PM to 5PM, Tue 8AM to 12PM",R,4,F,19th Ave  :  Irving St  -  Judah St,910201,1/26/2015 0:00,Rheka,JBR,2.32,2.33,0.815,0,1,1,1,1,0,2.48,0.3,0,2,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,-122.4771741,37.7635595,,Regular
,Broderick St -- Bush to Washington,,2014-15,,Residential,Residential,"Wed 2nd, 4th  12PM to 2PM",L,2,A,Broderick St  :  Sacramento St  -  Clay St,3207000,11/12/2014 0:00,Albert,JBR,2.533333333,1.4,0.996666667,1,1,1,1,1,0,0.4,0,0,0,,,,,,,42,0.757922078,1,0.92,1,0,1,1,1,0,1,1,,,,,,,0,1,1,1,-122.4422973,37.78878075,,Regular
,Chestnut St -- Van Ness to Laguna,,2013-14,,Residential,Residential,"Tue 2nd, 4th 9AM to 11AM",R,2,A,Chestnut St  :  Franklin St  -  Gough St,3971000,,,JBR,2.45,1,0.9575,1,1,1,1,1,0,0,0,0,,,,,,,,,0.916666667,1,1,1,0,1,1,1,1,1,1,,,,,,,1,1,1,1,-122.4263773,37.80207187,,Regular
,10th Ave -- Lawton to Quintara,,2013-14,,Residential,Residential,"Tue 2nd, 4th 8AM to 10AM",R,7,F,10th Ave  :  Quintara St  -  Mendosa Ave,479000,,,JBR,1.228571429,,,1,1,1,1,1,0.028571429,0.028571429,0,0,,,,,,,,,0.789215686,1,0.719607843,1,1,1,0,0,0,1,1,,,,,,,0,1,0,1,-122.4663364,37.74907463,,Regular
,Ulloa St -- Laguna Honda Blvd to Dorchester Way,,2013-14,,Residential,Residential,"Tues 2nd, 4th  1PM to 3PM",L,7,F,Ulloa St  :  Laguna Honda Blvd  -  Waithman Way,12778000,,,JBR,1,1,1,0,1,1,1,1,0.125,0,0,0,,,,,,,,,1,1,1,1,1,1,1,0,1,1,1,,,,,,,1,1,1,1,-122.4559052,37.74348245,,Regular
37,Geary C: Mason - Van Ness,#37 Geary C: Mason - Van Ness,2013-14,Clean Corridor,Commercial,Commercial,Tue 12PM to 5PM,R,3,A,Geary St  :  Mason St  -  Taylor St,6111000,,,JBR,2.083333333,1.726190476,0.976309524,1,0,0,1,1,0.761904762,4.880952381,4.511904762,0.44047619,,0.833333333,0.833333333,0.5,0.916666667,0.833333333,1,,0.733333333,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,-122.409874,37.78714914,,Regular
,Balboa St -- 21st to 26th Ave,,2014-15,,Residential,Residential,"Fri 1st, 3rd 9AM to 11AM",L,1,C,Balboa St  :  25th Ave  -  26th Ave,2670000,3/6/2015 0:00,Rheka,JBR,2.5,2.1,0.765,1,1,1,1,1,0,0.2,0.2,0,3,0.666666667,1,1,1,0.666666667,0.666666667,29,0.667857143,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,-122.4844607,37.77630217,,Regular
81,Market 3: 11th - Valencia,#81 Market 3: 11th - Valencia,2014-15,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,L,6,B,Market St  :  11th St  -  Van Ness Ave,8754102,9/10/2014 0:00,Albert,JBR,1.833333333,2,0.8075,0,0,0,1,1,0.266666667,2.45,2.85,1.05,,0.833333333,0.833333333,0.666666667,1,1,0.833333333,,0.407619048,0.88952381,0.96,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,-122.4186586,37.77555816,,Regular
51,Noriega B: 30th - 33rd,#51 Noriega B: 30th - 33rd,2013-14,Clean Corridor,Commercial,Commercial,Thu 12PM to 5PM,R,4,F,Noriega St  :  30th Ave  -  31st Ave,9664000,,,JBR,2.5,1.5,0.996666667,1,1,1,1,1,0,0.333333333,2.333333333,0,,1,1,1,1,1,1,,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,-122.4882641,37.7537209,,Regular
,Prague St -- Geneva to Pope,,2013-14,,Residential,Residential,Mon 8AM to 12PM,R,11,E,Prague St  :  Drake St  -  Curtis St,10737000,,,JBR,1.433333333,1.933333333,0.915,1,1,1,1,1,0,0.45,0,0,,,,,,,,,0.19047619,0.714285714,0.523809524,0.666666667,1,1,1,1,0,1,1,,,,,,,0,0,0,0,-122.4366877,37.71002343,,Regular
27,Leland Avenue - Bayshore to Cora,#27 Leland Avenue - Bayshore to Cora,2014-15,Clean Corridor,Commercial,Commercial,Thu 12PM to 5PM,L,10,E,Leland Ave  :  Bay Shore Blvd  -  Desmond St,8292000,4/9/2015 0:00,Saul,JBR,1.541666667,1.708333333,0.882083333,1,0,0,1,1,0,0.8125,0.270833333,0.145833333,1,1,1,1,1,1,1,39,0.460416667,1,1,1,,,,,,,,,,,,,,,,,,-122.4036501,37.71118857,,Regular
31,Polk B: California - Vallejo,#31 Polk B: California - Vallejo,2014-15,Clean Corridor,Commercial,Commercial,Thu 12PM to 5PM,L,3,A,Polk St  :  California St  -  Sacramento St,10570000,2/5/2015 0:00,Rheka,JBR,2.166666667,2.047619048,0.845238095,0,1,1,1,1,0,0,0,0,3,1,1,1,1,1,1,27,0.296626984,1,1,1,,,,,,,,,,,,,,,,,,-122.4206874,37.79057826,,Regular
83,Hyde: Market-Taylor,#83 Hyde: Market-Taylor,2014-15,Clean Corridor,Commercial,Residential,Mon 12PM to 5PM,R,6,B,Turk St  :  Taylor St  -  Jones St,12717000,12/22/2014 0:00,Rheka,JBR,2.819444444,2.791666667,0.857638889,0,0,0,1,0,0,2.277777778,0.291666667,0.444444444,3,1,1,0.5,1,1,1,19,0.107142857,1,1,1,,,,,,,,,,,,,,,,,,-122.4107648,37.78321431,,Regular
50,Bayshore: Key/San Bruno - Sunnydale,#50 Bayshore: Key/San Bruno - Sunnydale,2014-15,Clean Corridor,Commercial,Residential,Wed 12PM to 5PM,L,10,E,03rd St  :  Key Ave  -  Le Conte Ave,232101,10/8/2014 0:00,Albert,JBR,1.499319728,1.279591837,0.948809524,0,1,0,1,1,0,0.460544218,0.838095238,0.176870748,,1,1,1,1,1,1,,0.752146465,0.986111111,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,-122.3969544,37.71947658,,Regular
,Ulloa St -- Laguna Honda Blvd to Dorchester Way,,2014-15,,Residential,Residential,"Tues 2nd, 4th  1PM to 3PM",L,7,F,Ulloa St  :  Laguna Honda Blvd  -  Waithman Way,12778000,11/25/2014 0:00,Rheka,JBR,1.6,1.333333333,0.780666667,1,1,1,1,1,0,0.333333333,0,0,0,,,,,,,53,0.777777778,1,1,1,1,1,0,1,0,1,1,,,,,,,0,1,1,1,-122.4559052,37.74348245,,Regular
,Sanchez St -- 21st St to 26 St,,2014-15,,Residential,Residential,"Wed 1st, 3rd 8AM to 10AM",R,8,D,Sanchez St  :  Alvarado St  -  23rd St,11526000,5/6/2015 0:00,Rheka,JBR,2.25,2.1,0.819,1,1,1,1,1,0,0.066666667,0.216666667,0,0,,,,,,,53,0.838333333,0.888333333,1,1,0,0,0,1,0,0,1,,,,,,,0,0,1,1,-122.4298844,37.75395687,,Regular
65,Mission G: Foote to Lawrence,#65 Mission G: Foote to Lawrence,2014-15,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,R,11,E,Mission St  :  Foote Ave  -  Naglee Ave,9188000,1/16/2015 0:00,Emilia,JBR,3,3,0.825,1,1,1,1,1,0.428571429,0.142857143,0,0,2,1,1,1,1,1,1,20,0,1,1,1,,,,,,,,,,,,,,,,,,-122.4447433,37.71262222,,Regular
,Sutter St -- Jones To Larkin,,2014-15,,Residential,Residential,Mon 8AM to 12PM,R,3,A,Sutter St  :  Hyde St  -  Larkin St,12328000,6/1/2015 0:00,Saul,JBR,2.111111111,2.388888889,0.845555556,1,0,0,1,1,0,7.166666667,6.055555556,0.833333333,0,,,,,,,17,0.3,1,1,1,0,0,0,1,0,0,0,,,,,,,0,1,1,1,-122.4168272,37.78817789,,Regular
91,Market/Steuart,#91 Market/Steuart,2014-15,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,L,6,B,Market St  :  Steuart St  -  Spear St,8737101,10/1/2014 0:00,Albert,JBR,2.5,1.666666667,0.779166667,0,1,1,0,0,0.083333333,0.416666667,0,0,,0.875,1,0.666666667,0.8125,0.916666667,0.916666667,,0.241071429,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,-122.3947476,37.79447972,,Regular
,Noe St -- Hancock to 21st St,,2013-14,,Residential,Residential,Mon 12PM to 5PM,R,8,D,Noe St  :  20th St  -  Liberty St,9620000,,,JBR,1.133333333,1.45,0.950833333,1,1,0,1,1,0,0,0,0,,,,,,,,,0.976190476,1,0.928571429,0.988095238,1,1,1,1,1,1,1,,,,,,,1,1,1,1,-122.4324322,37.75727913,,Regular
,Guttenberg St -- Mission to Hanover,,2013-14,,Residential,Residential,Wed 12PM to 5PM,L,11,E,Guttenberg St  :  Pretor Way  -  Hanover St,6595000,,,JBR,2.416666667,2.4375,0.917708333,1,1,1,1,1,0,0,0,0,,,,,,,,,,,,,0,0,1,1,1,1,1,,,,,,,,,,,-122.4430004,37.70993461,,Regular
,30th Ave -- Pacheco to Taraval,,2013-14,,Residential,Residential,"Mon 1st, 3rd 9AM to 11AM",R,4,F,30th Ave  :  Rivera St  -  Santiago St,1658000,,,JBR,1.642857143,1.198412698,0.956349206,1,0,1,1,1,0,0.111111111,0,0.047619048,,,,,,,,,0.452991453,0.655677656,0.278388278,0.888888889,1,1,1,1,0,1,0,,,,,,,0,0,0,0,-122.4877362,37.74625961,,Regular
,Peru Ave -- Lisbon to Athens,,2014-15,,Residential,Residential,Mon 8AM to 12PM,L,11,E,Peru Ave  :  Lisbon St  -  Madrid St,10376000,5/18/2015 0:00,Saul,JBR,1.216666667,1.15,0.8985,1,0,0,1,1,0,0.116666667,0.05,0.35,0,,,,,,,21,0.619047619,0.866666667,0.883333333,0.892857143,1,1,0,1,0,0,0,,,,,,,0,0,0,0,-122.428903,37.72822171,,Regular
,Market St -- Diamond to 18th St,,2013-14,,Residential,Residential,"Mon 12PM to 5PM, Tue 8AM to 12PM",L,8,D,Market St  :  Diamond St  -  Eureka St,8770101,,,JBR,1.880952381,1.519047619,0.965714286,1,1,0,1,1,0.1,0.161904762,0,0.514285714,,1,1,1,0,1,1,,0.5,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,-122.4372987,37.76189547,,Regular
,26th Ave -- Clement to Fulton,,2014-15,,Residential,Residential,"Wed 1st, 3rd 8AM to 10AM",R,1,C,26th Ave  :  Balboa St  -  Cabrillo St,1475000,4/1/2015 0:00,Rheka,JBR,2.25,2.05,0.835,0,1,1,1,1,0,0.75,0,0,0,,,,,,,31,0.094117647,0.876470588,0.976470588,0.976470588,0,0,0,1,0,1,1,,,,,,,0,0,1,1,-122.4855323,37.77625246,,Regular
82,Mission H: 5th-11th,#82 Mission H: 5th-11th,2013-14,Clean Corridor,Commercial,Public/Commercial,Mon 12PM to 5PM,L,6,B,Mission St  :  05th St  -  Mint St,9097000,,,JBR,2.100793651,1.348412698,0.998809524,0,0,0,1,1,0.908730159,0.433333333,2.905555556,1.76984127,,1,1,0.875,1,1,1,,0.871296296,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,-122.4064794,37.78273164,,Regular
57,Mission F: 10th -Otis/13th,#57 Mission F: 10th -Otis/13th,2014-15,Clean Corridor,Commercial,Commercial,Mon 12PM to 5PM,L,6,B,Mission St  :  11th St  -  Lafayette St,9109101,3/2/2015 0:00,Rheka,JBR,2.413333333,2.333333333,0.798,0,1,1,1,1,0.4,1.36,1.6,0.12,0,,,,,,,69,0.120531401,1,1,1,,,,,,,,,,,,,,,,,,-122.4171041,37.77432529,,Regular
75,Van Ness 6: Golden Gate - Bush,#75 Van Ness 6: Golden Gate - Bush,2014-15,Clean Corridor,Commercial,Residential,Fri 12PM to 5PM,L,5,C,Van Ness Ave  :  Golden Gate Ave  -  Turk St,13148101,6/19/2015 0:00,Emilia,JBR,1.772727273,2.462121212,0.883939394,1,0,1,1,1,5.636363636,2.598484848,3.545454545,0.318181818,9,1,1,1,1,1,1,54,0.147727273,0.970454545,1,1,,,,,,,,,,,,,,,,,,-122.4204395,37.78103084,,Regular
56,Fremont,#56 Fremont,2014-15,,Commercial,Commercial,Tue 12PM to 5PM,R,6,B,Fremont St  :  Mission St  -  Transbay Hump,5861001,8/5/2014 0:00,Albert,JBR,1,1,0.975,1,1,1,1,1,0,0,0,0,,,,,,,,,0,0.5,0.5,0.5,1,1,1,1,1,1,1,,,,,,,0,0,0,0,-122.3966897,37.79046107,,Regular
102,Fillmore H: along Post,#102 Fillmore H: along Post,2013-14,,Commercial,Commercial,Tue 12PM to 5PM,L,5,C,Post St  :  Buchanan St  -  Webster St,10645000,,,JBR,3,1.875,0.8675,1,1,0,1,1,0,0,0,0.15,,0.75,1,1,1,1,1,,0.307142857,1,0.829761905,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,-122.4297826,37.78556385,,Regular
